DateTime,competition,category,name,team,team.abb,score,born
5/7/2017,West Region B championships,13-15,"DING, Emily",Santa Clara Aquamaids,SCA,64.0667,
5/7/2017,West Region B championships,13-15,"CHANG, Yujin",Santa Clara Aquamaids,SCA,64.0296,
5/7/2017,West Region B championships,13-15,"YAMAMOTO, Mari",WALNUT CREEK AQUANUTS,WCA,63.326,
5/7/2017,West Region B championships,13-15,"WONG, Megan",WALNUT CREEK AQUANUTS,WCA,62.9184,
5/7/2017,West Region B championships,13-15,"LEWIS, Ryan",WALNUT CREEK AQUANUTS,WCA,62.8814,
5/7/2017,West Region B championships,13-15,"Morgan, Riley",Santa Clara Aquamaids,SCA,62.6816,
5/7/2017,West Region B championships,13-15,"HOLMES, Brianna",Santa Clara Aquamaids,SCA,62.1556,
5/7/2017,West Region B championships,13-15,"SEO, Lia",Santa Clara Aquamaids,SCA,61.8148,
5/7/2017,West Region B championships,13-15,"PESTERNIKOVA, Sasha",WALNUT CREEK AQUANUTS,WCA,61.7778,
5/7/2017,West Region B championships,13-15,"DING, Heather",WALNUT CREEK AQUANUTS,WCA,61.6,
5/7/2017,West Region B championships,13-15,"HOLMES, Rachel",Santa Clara Aquamaids,SCA,61.5037,
5/7/2017,West Region B championships,13-15,"FLORESCA, Jazmine",Santa Clara Aquamaids,SCA,61.1851,
5/7/2017,West Region B championships,13-15,"KERNER, Megan",WALNUT CREEK AQUANUTS,WCA,60.8963,
5/7/2017,West Region B championships,13-15,"RUTAN, Aubrie",Sacramento Synchronized Swim,SSS,60.8741,
5/7/2017,West Region B championships,13-15,"O'NEIL, Atira",WALNUT CREEK AQUANUTS,WCA,60.7259,
5/7/2017,West Region B championships,13-15,"HANDLERS, Eva",WALNUT CREEK AQUANUTS,WCA,60.6073,
5/7/2017,West Region B championships,13-15,"CHEN, Naomi",Santa Clara Aquamaids,SCA,60.5703,
5/7/2017,West Region B championships,13-15,"TANG, Olivia",WALNUT CREEK AQUANUTS,WCA,60.5037,
5/7/2017,West Region B championships,13-15,"CHAO, Emily",Santa Clara Aquamaids,SCA,60.163,
5/7/2017,West Region B championships,13-15,"SCHIMMEL, Beverly",WALNUT CREEK AQUANUTS,WCA,59.9184,
5/7/2017,West Region B championships,13-15,"ERBA, Amiee",Santa Clara Aquamaids,SCA,59.8149,
5/7/2017,West Region B championships,13-15,"KEARSLEY, Hailey",WALNUT CREEK AQUANUTS,WCA,59.5259,
5/7/2017,West Region B championships,13-15,"MAENG, Ryan (Dyeon)",Sacramento Synchronized Swim,SSS,58.9778,
5/7/2017,West Region B championships,13-15,"REVELL, Reece",WALNUT CREEK AQUANUTS,WCA,57.9334,
5/7/2017,West Region B championships,13-15,"COLLIER, Paige",WALNUT CREEK AQUANUTS,WCA,57.8148,
5/7/2017,West Region B championships,13-15,"SULLIVAN, Riley",Santa Clara Aquamaids,SCA,57.6149,
5/7/2017,West Region B championships,13-15,"McCRACKEN, Alexis",WALNUT CREEK AQUANUTS,WCA,57.2592,
5/7/2017,West Region B championships,13-15,"GAST, Sophia",Redwood Empire Aquastars,RES,57.0741,
5/7/2017,West Region B championships,13-15,"PRINCE, Hayley",Redwood Empire Aquastars,RES,56.763,
5/7/2017,West Region B championships,13-15,"O'NEAL, Gillian",WALNUT CREEK AQUANUTS,WCA,56.2148,
5/7/2017,West Region B championships,13-15,"GUTIERREZ, Estrella",San Francisco Merionettes,SFM,55.9334,
5/7/2017,West Region B championships,13-15,"CELIS-CIFUENTES, Sarah",WALNUT CREEK AQUANUTS,WCA,55.6741,
5/7/2017,West Region B championships,13-15,"GRISHANINA, Nadia",San Francisco Merionettes,SFM,54.9186,
5/7/2017,West Region B championships,13-15,"BONACORSO, Gianna",Sacramento Synchronized Swim,SSS,54.7556,
5/7/2017,West Region B championships,13-15,"COLLINS, Rose",Redwood Empire Aquastars,RES,53.5037,
5/7/2017,West Region B championships,13-15,"SMITH, Juliana",Redwood Empire Aquastars,RES,52.5111,
5/7/2017,West Region B championships,13-15,"CALDWELL, Sammie",WALNUT CREEK AQUANUTS,WCA,51.3332,
5/7/2017,West Region B championships,13-15,"BATT, Tara",Sacramento Synchronized Swim,SSS,51.163,
5/7/2017,West Region B championships,13-15,"XUE, Christine",WALNUT CREEK AQUANUTS,WCA,50.0444,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KIM, Claire",Santa Clara Aquamaids,SCA,71.1019,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"FIELD, Megumi",LA MIRADA AQUABELLES,LMA,70.7109,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"STEELE, Chiara",Santa Clara Aquamaids,SCA,69.864,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KONG, Sophia",WALNUT CREEK AQUANUTS,WCA,69.3435,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"TERRY, Gabriella",CORAL SPRINGS AQUACADES,CSQ,68.9456,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KARTZINEL, Abigail",LA MIRADA AQUABELLES,LMA,68.7211,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LI, Olivia",NEW CANAAN Y AQUIANAS,NCY,68.5136,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"WEAVER, Marilyn",Santa Clara Aquamaids,SCA,68.1462,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ZIMM, Victoria",ARIZONA DESERT DOLPHINS,AZD,68.068,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CHANG, Yujin",Santa Clara Aquamaids,SCA,67.8911,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"BEGOSSI, Miko",WALNUT CREEK AQUANUTS,WCA,67.6122,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MORGAN, Riley",Santa Clara Aquamaids,SCA,67.2041,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LIU, Joanna",ROCKY MOUNTAIN SPLASH,RMS,67.1869,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"WANG, Ashlyn",ARIZONA DESERT DOLPHINS,AZD,67.1666,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LEE, Deborah",MERAQUAS OF IRVINE,MQI,66.9287,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"INESTROZA, Paola",CORAL SPRINGS AQUACADES,CSQ,66.7346,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"DAVIS, Ivy",ARIZONA DESERT DOLPHINS,AZD,66.7143,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"DING, Emily",Santa Clara Aquamaids,SCA,66.6939,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SCHWICKERT, Maya",SCOTTSDALE SYNCHRO,SAZ,66.6361,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"HUNTER, Keana",SEATTLE SYNCHRO LLC,SST,66.5339,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KING, Marlena",WALNUT CREEK AQUANUTS,WCA,66.4422,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KING, Marlena",NEW CANAAN Y AQUIANAS,NCY,66.2789,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ZUNIGA, Giordanna",WALNUT CREEK AQUANUTS,WCA,66.1701,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"O'NEIL, Atira",WALNUT CREEK AQUANUTS,WCA,66.0102,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"HOLMES, Rachel",Santa Clara Aquamaids,SCA,66.0101,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"Chung, Nicole",LA MIRADA AQUABELLES,LMA,66.0068,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KERNER, Megan",WALNUT CREEK AQUANUTS,WCA,65.9898,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SHEN, Isabelle",NEW CANAAN Y AQUIANAS,NCY,65.9388,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CHEN, Jenna",NEW CANAAN Y AQUIANAS,NCY,65.9251,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CHO, Sarine",LA MIRADA AQUABELLES,LMA,65.8264,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MELSON, Anya",SO NEVADA DESERT MERMAIDS,SND,65.5613,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"HOLMES, Brianna",Santa Clara Aquamaids,SCA,65.4252,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SCHOEL, MJ",Sacramento Synchronized Swim,SSS,65.3198,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CUPPLES, Campbell",CAROLINA SYNCHRO CLUB,CAS,65.1972,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"GALCHENKO, Elizaveta",NEW CANAAN Y AQUIANAS,NCY,64.9728,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LANXON, Sydney",NEW CANAAN Y AQUIANAS,NCY,64.9693,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"OSPINA, Gabriela",CORAL SPRINGS AQUACADES,CSQ,64.9592,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MCCRACKEN, Alexis",WALNUT CREEK AQUANUTS,WCA,64.8606,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LEWIS, Ryan",WALNUT CREEK AQUANUTS,WCA,64.8368,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"STANTON, Ariana",WALNUT CREEK AQUANUTS,WCA,64.7618,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CHEN, Naomi",Santa Clara Aquamaids,SCA,64.6564,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"O'BROCTA, Brenna",TOWN TONAWANDA AQUETTES,TTA,64.6123,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"BACA, Anissa",ARIZONA DESERT DOLPHINS,AZD,64.551,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"DING, Heather",WALNUT CREEK AQUANUTS,WCA,64.5136,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LUTHER, Rhyan",NEW CANAAN Y AQUIANAS,NCY,64.3606,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"HAYNES, Haylee",ARIZONA DESERT DOLPHINS,AZD,64.313,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"HUFFMAN, Grace",MAC SYNCHRO,MCS,64.228,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"FLORESCA, Jazmine",Santa Clara Aquamaids,SCA,64.2076,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CHUNG, Ashley",MERAQUAS OF IRVINE,MQI,64.2076,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"PORTILLA, Luz",ARIZONA DESERT DOLPHINS,AZD,64.0272,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ZERRUSEN, Justine",NEW CANAAN Y AQUIANAS,NCY,64.0034,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CANNA, Olivia",SWIMKINS SYNCHRONIZED,BSK,63.966,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"YAMAMOTO, Miya",WALNUT CREEK AQUANUTS,WCA,63.966,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LIPOWITZ, Emma",SO NEVADA DESERT MERMAIDS,SND,63.9251,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MAENG, Ryan",Sacramento Synchronized Swim,SSS,63.8605,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"WONG, Radia",SCOTTSDALE SYNCHRO,SAZ,63.5951,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MCMILLAN, Cambell",MAC SYNCHRO,MCS,63.3946,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"EVANS, Rikki",NORTHERN VIRGINIA NEREIDS,NVN,63.306,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"RETAMOZO, Ana Maria",SO NEVADA DESERT MERMAIDS,SND,63.2551,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SILVA, Sarah",ARUBA,ARU,63.1904,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MALINOVSKAYA, Polina",OPTIMA SYNCHRO,OPT,63.1497,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"RAU, Ella",MAC SYNCHRO,MCS,63.1293,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"HICKS, MacKenzie",MERAQUAS OF IRVINE,MQI,62.8878,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"YOUNGBERG, Annika",ST. PAUL STARS,SPS,62.7891,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MA, Carolin",Santa Clara Aquamaids,SCA,62.7246,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ROMAN, Andrea",CORAL SPRINGS AQUACADES,CSQ,62.6089,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CHIU, Rebekah",HOUSTON SYNCHROSTARS,FCS,62.4628,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SHODA, Venice",MERAQUAS OF IRVINE,MQI,62.4216,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"NAKARI, Selina",Santa Clara Aquamaids,SCA,62.3946,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"REVELL, Reece",WALNUT CREEK AQUANUTS,WCA,62.3673,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MELBER, Grace",TOWN TONAWANDA AQUETTES,TTA,62.3538,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"TANG, Olivia",WALNUT CREEK AQUANUTS,WCA,62.3129,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"O'NEAL, Gillian",WALNUT CREEK AQUANUTS,WCA,62.2789,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"GEURTS, Victoria",ROCKY MOUNTAIN SPLASH,RMS,62.2245,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"TSEN, Riona",MERAQUAS OF IRVINE,MQI,62.2177,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"TREMAINE, Brinn",HOUSTON SYNCHROSTARS,FCS,62.187,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LIU, Calista",LA MIRADA AQUABELLES,LMA,62.1769,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ERBA, Aimee",Santa Clara Aquamaids,SCA,62.0272,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KYSER, Ashlyn",CORAL SPRINGS AQUACADES,CSQ,61.9422,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"HOYT, Colleen",NEW CANAAN Y AQUIANAS,NCY,61.9218,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"PARKS, Kaileigh",ROCKY MOUNTAIN SPLASH,RMS,61.9048,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LESINSKI, Natalie",TOWN TONAWANDA AQUETTES,TTA,61.8639,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"REITER, Emma",NEW CANAAN Y AQUIANAS,NCY,61.8571,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"PALACIOS, Natalia",CORAL SPRINGS AQUACADES,CSQ,61.728,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MILLER, Emma",MAC SYNCHRO,MCS,61.643,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"PRICE, Katie",CINCINNATI SYNCHROGATORS,CSG,61.4694,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ROMNEY, Madison",ROCKY MOUNTAIN SPLASH,RMS,61.3877,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"YI, Lydia",Santa Clara Aquamaids,SCA,61.3504,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"PEMA, Mairin",OHIO CORALINAS SYNCHRO,OCC,61.2721,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LI, Katherine",Santa Clara Aquamaids,SCA,61.2687,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LIU, Vanessa",MERAQUAS OF IRVINE,MQI,61.2041,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"TOMLINSON, Zoe",MAC SYNCHRO,MCS,61.1463,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SCHROEDER, Viviana",ANA SYNCHRO,AYS,61.1429,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"BERNARDES, Julia",M SYNCHRONIZED SWIMMING,MST,61.1292,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SULLIVAN, Riley",Santa Clara Aquamaids,SCA,61.1054,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SCHROEDER, Carissa",OHIO CORALINAS SYNCHRO,OCC,61.0851,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"GROSZ, Elizabeth",NEW CANAAN Y AQUIANAS,NCY,61.0816,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"EHRHARDT, Madelyn",CINCINNATI SYNCHROGATORS,CSG,61.0305,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"HERNANDEZ, Alejandra",CORAL SPRINGS AQUACADES,CSQ,61.0067,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SANFIELD, Sarah",NORTHERN VIRGINIA NEREIDS,NVN,61,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"BABCOCK, Carolina",NCO SYNCHRO,NCO,60.9422,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CAMPOS, Angelina",CORAL SPRINGS AQUACADES,CSQ,60.8843,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LEV-BAKKAR, Varvara",SO NEVADA DESERT MERMAIDS,SND,60.7484,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"PINDI, Manu",PIROUETTES OF TEXAS,PTX,60.7313,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MILLER, Jordyn",ARIZONA DESERT DOLPHINS,AZD,60.6735,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MCCREIGHT, Taylor",Santa Clara Aquamaids,SCA,60.6429,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"HEBERT, Andrea",PIROUETTES OF TEXAS,PTX,60.642,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ESTRADA, Melanie",CORAL SPRINGS AQUACADES,CSQ,60.4898,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"FRANSON, Natalie",SCOTTSDALE SYNCHRO,SAZ,60.3707,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ALMOND, Madi",CINCINNATI SYNCHROGATORS,CSG,60.2687,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KIM, Emma",AUSTIN ANGELFISH,AYA,60.1429,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MATA, Anabelle",CORAL SPRINGS AQUACADES,CSQ,60.0477,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SIMS, Regan",AUSTIN ANGELFISH,AYA,59.9354,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KIM, Donna",MERAQUAS OF IRVINE,MQI,59.8266,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CHOI, Madelyn",M SYNCHRONIZED SWIMMING,MST,59.7687,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LLAGUNO, Emma",MERAQUAS OF IRVINE,MQI,59.7074,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"PEREZ, Olivia",Santa Clara Aquamaids,SCA,59.687,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"TROMP, Marayah",ARUBA,ARU,59.6123,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MCLAURIN, Anna Kate",SO NEVADA DESERT MERMAIDS,SND,59.5815,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"BURNS, Allison",CINCINNATI SYNCHROGATORS,CSG,59.5341,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CORTEZ, Chloe",ROCKY MOUNTAIN SPLASH,RMS,59.483,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LOEHR, Jamie",SCOTTSDALE SYNCHRO,SAZ,59.4389,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"RUSSO, Michelle",CORAL SPRINGS AQUACADES,CSQ,59.3946,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"WATHEN, Jessica",WALNUT CREEK AQUANUTS,WCA,59.3741,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MCDANIEL, Katherine",SCOTTSDALE SYNCHRO,SAZ,59.3062,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ZIMMERMAN, Katherine",CINCINNATI SYNCHROGATORS,CSZ,59.2585,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"RUBEN, Rachel",SO NEVADA DESERT MERMAIDS,SND,59.2246,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"BRUNEL, Elisa",AUSTIN ANGELFISH,AYA,59.1224,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CONTRERAS-ROMERO, Siracide",PIROUETTES OF TEXAS,PTX,58.9558,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"WONG, Krista",MERAQUAS OF IRVINE,MQI,58.9422,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MOSS, Katherine",ROCKY MOUNTAIN SPLASH,RMS,58.8299,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"DUNST, Hailey",MAC SYNCHRO,MCS,58.7245,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"VAILLANCOURT, Alexa",CAMBRIDGE SYNCHRO,CBS,58.6565,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"TATAR-TIMBERG, Una",SCOTTSDALE SYNCHRO,SAZ,58.643,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"FULLEN, Catherine",CINCINNATI SYNCHROGATORS,CSG,58.4389,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"NAVARRO, Nicole",CORAL SPRINGS AQUACADES,CSQ,58.4082,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"STAUSS, Emily",SO NEVADA DESERT MERMAIDS,SND,58.2892,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"WOO, Michelle",MERAQUAS OF IRVINE,MQI,58.2245,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"OUYANG, Ysabella",ANA SYNCHRO,AYS,58.2041,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KUWABARA, Rei",ARIZONA DESERT DOLPHINS,AZD,58.1019,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"NAQVI, Sara",ROCKY MOUNTAIN SPLASH,RMS,58.051,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ROGER, Angelie",SWIMKINS SYNCHRONIZED,BSK,58.0102,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ROSENFELD, Eliana",SCOTTSDALE SYNCHRO,SAZ,57.9421,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"VO, Carolyn",SO NEVADA DESERT MERMAIDS,SND,57.9217,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MIAO, Evelyn",MERAQUAS OF IRVINE,MQI,57.8605,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"GIRARD, Presley",MAC SYNCHRO,MCS,57.7074,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"NATH, Maria",CINCINNATI SYNCHROGATORS,CSG,57.6973,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CORDIO, Rachel",ANA SYNCHRO,AYS,57.6768,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"KUNZEL, Sophie",MERAQUAS OF IRVINE,MQI,57.6462,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"FERNANDEZ, Kathleen",CORAL SPRINGS AQUACADES,CSQ,57.3366,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LEE, Olivia",PIROUETTES OF TEXAS,PTX,57.2585,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SHORTER, Sadie",PIROUETTES OF TEXAS,PTX,56.8639,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"EDWARDS, Brianna",NORTHERN VIRGINIA NEREIDS,NVN,56.8469,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"BIESINGER, Olivia",SWIMKINS SYNCHRONIZED,BSK,56.7755,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"YOUNG, Maille",SWIMKINS SYNCHRONIZED,BSK,56.7551,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CARLSON, Amanda",MERAQUAS OF IRVINE,MQI,56.7278,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"GREGORY, Penelope",CAMBRIDGE SYNCHRO,CBS,56.7008,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MOON, Annika",M SYNCHRONIZED SWIMMING,MST,56.6564,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"RODRIGUEZ, Isabella",CORAL SPRINGS AQUACADES,CSQ,56.6122,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"HOLLANDER, Ella",CINCINNATI SYNCHROGATORS,CSG,56.4966,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CABALLERO, Ava",SCOTTSDALE SYNCHRO,SAZ,56.4319,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SONG, Emily",NORTHERN VIRGINIA NEREIDS,NVN,56.3945,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"MILLER, Zoe",CAMBRIDGE SYNCHRO,CBS,56.1803,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SONG, Sarah",NORTHERN VIRGINIA NEREIDS,NVN,56.1565,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ZHU, Cindy",MERAQUAS OF IRVINE,MQI,55.8402,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"WILLIAMS, Kate",SWIMKINS SYNCHRONIZED,BSK,55.6633,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ROBBE, Camille",ANA SYNCHRO,AYS,55.6428,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"OLSEN-VELASCO, Raquel",CAMBRIDGE SYNCHRO,CBS,55.4761,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SAMPEDRO, Sofia",ANA SYNCHRO,AYS,55.1599,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ORDONEZ, Sarah",CORAL SPRINGS AQUACADES,CSQ,54.9627,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ZHOU, Aria",ROCKY MOUNTAIN SPLASH,RMS,54.9083,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"LEASE, Abigail",PIROUETTES OF TEXAS,PTX,54.8605,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"ANAND, Sanjna",AQUANAUTS OF CLEAR LAKE,ACL,54.7415,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"NERENG, Karina",AQUANAUTS OF CLEAR LAKE,ACL,54.6803,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"CORDERO, Mia",MERAQUAS OF IRVINE,MQI,54.6803,
3/31/2018,2018 US Junior & 13-15 National Championships,13-15,"SONG, Jane",PIROUETTES OF TEXAS,PTX,54.517,
